Date,VIX,VIX_RSI30,VIX_RSI50,VIX_RSI70
2022-03-22,22.940000534057617,26.71686991774657,32.546373309185086,46.148547889208295
2022-03-23,23.56999969482422,25.543457150021602,30.555450899925255,42.25010298303377
2022-03-24,21.670000076293945,24.90658522193604,29.13479782072671,39.000627217904956
2022-03-25,20.809999465942383,24.02024331015488,28.905809400944616,40.30546361278734
2022-03-28,19.6299991607666,24.111198094052575,29.27480044352827,41.323205925638234
2022-03-29,18.899999618530273,22.70732486793619,27.529221667220913,38.780314198885264
2022-03-30,19.329999923706055,21.30604601272114,25.206173179457533,34.306469901842455
2022-03-31,20.559999465942383,21.04038182344286,24.61507959430625,32.95604105965415
2022-04-01,19.6299991607666,20.310533591660445,23.4314287363277,30.38089624150871
2022-04-04,18.56999969482422,19.788632812345845,22.979870547298663,30.426091928855243
2022-04-05,21.030000686645508,18.95026560596858,22.276110915646008,30.03641663822667
2022-04-06,22.100000381469727,16.882042677094937,23.01873036859983,31.807057636043826
2022-04-07,21.549999237060547,13.335798474289868,21.28397345054714,28.144112518907637
2022-04-08,21.15999984741211,12.684986477529506,20.435355786028907,26.699533826486118
2022-04-11,24.3700008392334,11.638515794732042,19.248623413817246,24.31022912144263
2022-04-12,24.260000228881836,3.871578148576464,17.565432920446934,23.434227822677137
2022-04-13,21.81999969482422,5.251484318374844,18.14759816424257,23.67450409818588
2022-04-14,22.700000762939453,10.157596300699508,19.90539997437132,27.100404020772604
2022-04-18,22.170000076293945,7.404305469476703,18.765893654020857,24.882005693340215
2022-04-19,21.3700008392334,6.5518987381369636,17.648216026786567,22.715487916093007
2022-04-20,20.31999969482422,13.692091457668768,20.613437895291376,26.52603374099129
2022-04-21,22.68000030517578,16.430124602109544,21.632895071362125,28.58619270933191
2022-04-22,28.209999084472656,11.627690458758835,20.94684686090976,27.955132004039317
2022-04-25,27.020000457763672,-2.0972038436862834,18.66536528791137,27.56360920145322
2022-04-26,33.52000045776367,8.695329888883045,23.11676479126312,32.33388547164245
2022-04-27,31.600000381469727,-8.179399620410347,20.462834356346374,32.738077489242116
2022-04-28,29.989999771118164,-9.079102392409077,17.922526254109208,29.49465281690276
2022-04-29,33.400001525878906,-4.26639514802707,19.74685396889511,30.102575349519885
2022-05-02,32.34000015258789,-14.392709874351027,17.4146031025181,31.046308664033443
2022-05-03,29.25,-14.076555406817482,16.72130266298959,29.920384692906907
2022-05-04,25.420000076293945,-11.373999205750168,16.481206245439996,28.419151438807212
2022-05-05,31.200000762939453,0.33256844040981426,20.60397706572177,34.454021676937494
2022-05-06,30.190000534057617,1.6055339601079466,25.802058563519836,42.80132690103892
2022-05-09,34.75,1.2573424682456875,24.67058198223476,40.72459676046003
2022-05-10,32.9900016784668,8.705768471092277,31.50770104315749,49.986568339432694
2022-05-11,32.560001373291016,8.046060412541896,29.693133616130908,46.9443827366054
2022-05-12,31.770000457763672,6.706669455513428,28.071589048610765,43.451958875467774
2022-05-13,28.8700008392334,15.74370337301837,31.7737194021794,47.80869402389475
2022-05-16,27.469999313354492,16.025651139041322,30.59243016159913,47.455781613977926
2022-05-17,26.100000381469727,13.955940661611333,27.81632854229541,42.138488728234044
2022-05-18,30.959999084472656,11.144057451576199,24.31319243576623,35.09991682568492
2022-05-19,29.350000381469727,16.193508950906303,30.115197440289496,42.910483737428486
2022-05-20,29.43000030517578,15.927567586555673,29.125292862943844,42.02340811463085
2022-05-23,28.479999542236328,26.15595483641664,33.56966878439128,46.50294070465326
2022-05-24,29.450000762939453,24.788536138436406,31.9629353112239,43.7812488426615
2022-05-25,28.3700008392334,22.9085274589157,31.664664421935747,43.373686263617536
2022-05-26,27.5,22.42047313056124,30.855502215583478,42.60453313573917
2022-05-27,25.719999313354492,20.066013636116935,28.2423722182896,37.40856042484838
2022-05-31,26.190000534057617,19.184733283969923,26.83185827012341,35.96146186530213
2022-06-01,25.690000534057617,17.11243866587991,25.537425299549216,33.092311620540656
2022-06-02,24.719999313354492,26.867737842114387,30.32399207770205,38.38858529407327
2022-06-03,24.790000915527344,25.70235618838344,28.826894073112665,36.117482470814195
2022-06-06,25.06999969482422,25.77251041353449,28.905896302473113,36.217130043329895
2022-06-07,24.020000457763672,25.433619483243554,28.139962201298527,34.454761876760124
2022-06-08,23.959999084472656,25.617641309054317,28.785505054410127,36.17718712690702
2022-06-09,26.09000015258789,25.202727359165475,27.894782246612497,34.17624365065555
2022-06-10,27.75,23.035568893034508,27.255142322713414,33.02823864589302
2022-06-13,34.02000045776367,18.585267989191504,25.427474044530705,29.17297882591085
2022-06-14,32.689998626708984,6.299514989624209,24.10770088457816,31.739780553844145
2022-06-15,30.709999084472656,6.707149996320198,23.819130143791693,31.152835921279475
