Date,VIX,VIX_RSI30,VIX_RSI50,VIX_RSI70
2022-04-21,22.68000030517578,16.430124602109544,21.632895071362125,28.58619270933191
2022-04-22,28.209999084472656,11.627690458758835,20.94684686090976,27.955132004039317
2022-04-25,27.020000457763672,-2.0972038436862834,18.66536528791137,27.56360920145322
2022-04-26,33.52000045776367,8.695329888883045,23.11676479126312,32.33388547164245
2022-04-27,31.600000381469727,-8.179399620410347,20.462834356346374,32.738077489242116
2022-04-28,29.989999771118164,-9.079102392409077,17.922526254109208,29.49465281690276
2022-04-29,33.400001525878906,-4.26639514802707,19.74685396889511,30.102575349519885
2022-05-02,32.34000015258789,-14.392709874351027,17.4146031025181,31.046308664033443
2022-05-03,29.25,-14.076555406817482,16.72130266298959,29.920384692906907
2022-05-04,25.420000076293945,-11.373999205750168,16.481206245439996,28.419151438807212
2022-05-05,31.200000762939453,0.33256844040981426,20.60397706572177,34.454021676937494
2022-05-06,30.190000534057617,1.6055339601079466,25.802058563519836,42.80132690103892
2022-05-09,34.75,1.2573424682456875,24.67058198223476,40.72459676046003
2022-05-10,32.9900016784668,8.705768471092277,31.50770104315749,49.986568339432694
2022-05-11,32.560001373291016,8.046060412541896,29.693133616130908,46.9443827366054
2022-05-12,31.770000457763672,6.706669455513428,28.071589048610765,43.451958875467774
2022-05-13,28.8700008392334,15.74370337301837,31.7737194021794,47.80869402389475
2022-05-16,27.469999313354492,16.025651139041322,30.59243016159913,47.455781613977926
2022-05-17,26.100000381469727,13.955940661611333,27.81632854229541,42.138488728234044
2022-05-18,30.959999084472656,11.144057451576199,24.31319243576623,35.09991682568492
2022-05-19,29.350000381469727,16.193508950906303,30.115197440289496,42.910483737428486
2022-05-20,29.43000030517578,15.927567586555673,29.125292862943844,42.02340811463085
2022-05-23,28.479999542236328,26.15595483641664,33.56966878439128,46.50294070465326
2022-05-24,29.450000762939453,24.788536138436406,31.9629353112239,43.7812488426615
2022-05-25,28.3700008392334,22.9085274589157,31.664664421935747,43.373686263617536
2022-05-26,27.5,22.42047313056124,30.855502215583478,42.60453313573917
2022-05-27,25.719999313354492,20.066013636116935,28.2423722182896,37.40856042484838
2022-05-31,26.190000534057617,19.184733283969923,26.83185827012341,35.96146186530213
2022-06-01,25.690000534057617,17.11243866587991,25.537425299549216,33.092311620540656
2022-06-02,24.719999313354492,26.867737842114387,30.32399207770205,38.38858529407327
2022-06-03,24.790000915527344,25.70235618838344,28.826894073112665,36.117482470814195
2022-06-06,25.06999969482422,25.77251041353449,28.905896302473113,36.217130043329895
2022-06-07,24.020000457763672,25.433619483243554,28.139962201298527,34.454761876760124
2022-06-08,23.959999084472656,25.617641309054317,28.785505054410127,36.17718712690702
2022-06-09,26.09000015258789,25.202727359165475,27.894782246612497,34.17624365065555
2022-06-10,27.75,23.035568893034508,27.255142322713414,33.02823864589302
2022-06-13,34.02000045776367,18.585267989191504,25.427474044530705,29.17297882591085
2022-06-14,32.689998626708984,6.299514989624209,24.10770088457816,31.739780553844145
2022-06-15,29.6200008392334,6.707149996320198,23.819130143791693,31.152835921279475
2022-06-16,32.95000076293945,7.740562009667767,23.245514215904,30.251150924367703
2022-06-17,31.1299991607666,0.18496936866892918,22.247803865815644,31.70330436459281
2022-06-21,30.190000534057617,2.714644477695353,23.09002212764068,32.745430400084786
2022-06-22,28.950000762939453,2.2798491450105454,22.039973742403145,30.93339595092312
2022-06-23,29.049999237060547,3.3029610827440763,22.251474234473015,32.268618681580044
2022-06-24,27.229999542236328,9.106051314824654,24.81048389329122,34.862229346732015
2022-06-27,26.950000762939453,14.284105220299342,26.69460132404109,38.39123313685587
2022-06-28,28.360000610351562,27.666820821508985,32.78647138813908,44.73232271027596
2022-06-29,28.15999984741211,25.54923335116181,31.909334550478665,43.00188100329833
2022-06-30,28.709999084472656,22.923070518521406,29.238318929937712,36.99132611805483
2022-07-01,26.700000762939453,29.08871741969743,32.47633151992378,40.38076442045195
2022-07-05,27.540000915527344,27.22127470993728,30.59714705709135,38.47418253378419
2022-07-06,26.729999542236328,25.94131393671411,29.86173158460259,36.877790124591414
2022-07-07,26.079999923706055,24.866624134145024,28.67173518896532,35.065827106090964
2022-07-08,24.639999389648438,25.106328358812654,28.698796338002428,35.78299286958735
2022-07-11,26.170000076293945,23.536869537067577,26.93098031442638,33.37973232482244
2022-07-12,27.290000915527344,20.937595242100304,26.70913367311036,33.199516899875654
2022-07-13,26.81999969482422,22.439991796938827,28.112062573653624,34.88021556120344
2022-07-14,26.399999618530273,22.32628600276692,27.900669710975468,34.91594677405235
2022-07-15,24.229999542236328,23.59320350823948,28.392793560023197,35.849442200464146
2022-07-18,24.59000015258789,21.949194422609928,26.35427269677832,33.5917151770027
